rule_id,metric_value,label
RULE-000,7.12,0
RULE-000,7.76,0
RULE-000,22.78,0
RULE-000,29.24,0
RULE-000,22.8,0
RULE-000,68.73,1
RULE-000,11.17,0
RULE-000,14.22,0
RULE-000,16.1,0
RULE-000,6.34,0
RULE-000,24.77,0
RULE-000,2.22,0
RULE-000,5.46,0
RULE-000,27.96,0
RULE-000,22.75,0
RULE-000,15.82,0
RULE-000,20.26,0
RULE-000,3.06,0
RULE-000,12.6,0
RULE-000,1.2,0
RULE-000,14.92,0
RULE-000,64.26,1
RULE-000,15.93,0
RULE-000,29.47,0
RULE-000,29.35,0
RULE-000,5.4,0
RULE-000,15.42,0
RULE-000,54.71,1
RULE-000,1.34,0
RULE-000,23.94,0
RULE-000,4.1,0
RULE-000,10.7,0
RULE-000,13.44,0
RULE-000,30.18,0
RULE-000,10.51,0
RULE-000,38.37,0
RULE-000,26.93,0
RULE-000,4.84,0
RULE-000,4.67,0
RULE-000,52.05,0
RULE-000,39.85,0
RULE-000,18.92,0
RULE-000,25.21,0
RULE-000,32.06,0
RULE-000,20.94,0
RULE-000,11.39,0
RULE-000,1.27,0
RULE-000,28.2,0
RULE-000,12.73,0
RULE-000,14.14,0
RULE-000,14.79,0
RULE-000,18.47,0
RULE-000,13.9,0
RULE-000,21.97,0
RULE-000,17.06,0
RULE-000,4.82,0
RULE-000,30.27,0
RULE-000,19.14,0
RULE-000,34.39,0
RULE-000,12.88,0
RULE-000,16.51,0
RULE-000,43.62,0
RULE-000,0.0,0
RULE-000,19.17,0
RULE-000,0.0,0
RULE-000,0.0,0
RULE-000,8.46,0
RULE-000,17.43,0
RULE-000,9.08,0
RULE-000,23.63,0
RULE-000,11.62,0
RULE-000,16.13,0
RULE-000,63.36,1
RULE-000,0.0,0
RULE-000,7.61,0
RULE-000,0.0,0
RULE-000,35.71,0
RULE-000,24.01,0
RULE-000,30.49,0
RULE-000,10.16,0
RULE-000,18.01,0
RULE-000,6.88,0
RULE-000,0.0,0
RULE-000,27.08,0
RULE-000,5.03,0
RULE-000,0.0,0
RULE-000,11.89,0
RULE-000,28.34,0
RULE-000,22.88,0
RULE-000,17.78,0
RULE-000,60.87,0
RULE-000,0.0,0
RULE-000,35.78,0
RULE-000,31.34,0
RULE-000,10.44,0
RULE-000,0.0,0
RULE-000,16.9,0
RULE-000,32.83,0
RULE-000,0.0,0
RULE-000,10.85,0
RULE-000,33.14,0
RULE-000,6.92,0
RULE-000,29.6,0
RULE-000,31.99,0
RULE-000,44.44,0
RULE-000,21.8,0
RULE-000,28.25,0
RULE-000,32.44,0
RULE-000,11.37,0
RULE-000,9.63,0
RULE-000,24.5,0
RULE-000,32.86,0
RULE-000,4.68,0
RULE-000,12.76,0
RULE-000,39.73,0
RULE-000,17.68,0
RULE-000,11.72,0
RULE-000,0.1,0
RULE-000,0.0,0
RULE-000,20.97,0
RULE-000,10.65,0
RULE-000,12.63,0
RULE-000,11.03,0
RULE-000,1.22,0
RULE-000,0.4,0
RULE-000,0.0,0
RULE-000,4.01,0
RULE-000,26.75,0
RULE-000,14.19,0
RULE-000,41.62,0
RULE-000,0.0,0
RULE-000,11.65,0
RULE-000,25.35,0
RULE-000,11.38,0
RULE-000,28.06,0
RULE-000,0.0,0
RULE-000,27.52,0
RULE-000,18.68,0
RULE-000,14.36,0
RULE-000,0.0,0
RULE-000,4.69,0
RULE-000,81.67,1
RULE-000,1.23,0
RULE-000,25.96,0
RULE-000,34.29,0
RULE-000,0.0,0
RULE-000,47.73,0
RULE-000,24.71,0
RULE-000,21.24,0
RULE-000,25.12,0
RULE-000,15.97,0
RULE-000,33.31,0
RULE-000,15.17,0
RULE-000,35.02,0
RULE-000,30.03,0
RULE-000,31.42,0
RULE-000,33.49,0
RULE-000,15.75,0
RULE-000,15.13,0
RULE-000,23.48,0
RULE-000,23.66,0
RULE-000,19.34,0
RULE-000,45.35,0
RULE-000,12.36,0
RULE-000,0.0,0
RULE-000,10.22,0
RULE-000,22.89,0
RULE-000,26.7,0
RULE-000,10.42,0
RULE-000,4.06,0
RULE-000,66.33,1
RULE-000,10.67,0
RULE-000,41.0,0
RULE-000,29.86,0
RULE-000,28.51,0
RULE-000,11.68,0
RULE-000,46.75,0
RULE-000,20.85,0
RULE-000,20.34,0
RULE-000,28.64,0
RULE-000,87.51,1
RULE-000,22.57,0
RULE-000,22.38,0
RULE-000,24.27,0
RULE-000,19.96,0
RULE-000,5.21,0
RULE-000,32.6,0
RULE-000,30.37,0
RULE-000,69.6,1
RULE-000,0.0,0
RULE-000,24.98,0
RULE-000,19.32,0
RULE-000,14.32,0
RULE-000,6.12,0
RULE-000,36.34,0
RULE-000,29.25,0
RULE-000,9.1,0
RULE-000,7.89,0
RULE-000,5.98,0
RULE-000,17.58,0
RULE-000,12.58,0
RULE-000,0.0,0
RULE-000,18.68,0
RULE-000,11.25,0
RULE-000,12.6,0
RULE-000,32.81,0
RULE-000,2.7,0
RULE-000,29.14,0
RULE-000,24.78,0
RULE-000,18.06,0
RULE-000,38.33,0
RULE-000,32.84,0
RULE-000,5.71,0
RULE-000,11.52,0
RULE-000,8.42,0
RULE-000,36.08,0
RULE-000,14.03,0
RULE-000,0.0,0
RULE-000,12.23,0
RULE-000,16.04,0
RULE-000,40.42,0
RULE-000,36.58,0
RULE-000,0.0,0
RULE-000,9.51,0
RULE-000,28.04,0
RULE-000,3.65,0
RULE-000,86.69,1
RULE-000,9.56,0
RULE-000,17.02,0
RULE-000,9.41,0
RULE-000,75.84,1
RULE-000,7.8,0
RULE-000,18.15,0
RULE-000,17.9,0
RULE-000,9.71,0
RULE-000,26.25,0
RULE-000,23.27,0
RULE-000,3.35,0
RULE-000,30.54,0
RULE-000,35.83,0
RULE-000,12.29,0
RULE-000,7.29,0
RULE-000,20.58,0
RULE-000,13.82,0
RULE-000,13.68,0
RULE-000,6.5,0
RULE-000,6.1,0
RULE-000,75.08,1
RULE-000,22.12,0
RULE-000,27.41,0
RULE-000,42.47,0
RULE-000,21.45,0
RULE-000,15.87,0
RULE-000,5.32,0
RULE-000,44.24,0
RULE-000,75.66,1
RULE-000,87.41,1
RULE-000,7.75,0
RULE-000,16.88,0
RULE-000,6.95,0
RULE-000,53.19,1
RULE-000,41.76,0
RULE-000,25.39,0
RULE-000,17.61,0
RULE-000,6.59,0
RULE-000,11.76,0
RULE-001,34.1,0
RULE-001,17.19,0
RULE-001,36.1,0
RULE-001,37.58,0
RULE-001,46.97,0
RULE-001,53.53,0
RULE-001,19.44,0
RULE-001,18.98,0
RULE-001,17.99,0
RULE-001,2.03,0
RULE-001,13.03,0
RULE-001,69.35,0
RULE-001,9.79,0
RULE-001,36.02,0
RULE-001,27.98,0
RULE-001,36.66,0
RULE-001,50.86,1
RULE-001,41.23,0
RULE-001,49.58,0
RULE-001,43.09,0
RULE-001,56.52,0
RULE-001,24.34,0
RULE-001,22.5,0
RULE-001,27.25,0
RULE-001,48.37,0
RULE-001,27.15,0
RULE-001,38.28,0
RULE-001,30.95,0
RULE-001,46.92,1
RULE-001,0.0,0
RULE-001,8.51,0
RULE-001,58.35,0
RULE-001,29.45,0
RULE-001,27.01,0
RULE-001,22.0,0
RULE-001,49.4,0
RULE-001,56.0,0
RULE-001,0.0,0
RULE-001,52.02,0
RULE-001,43.11,0
RULE-001,18.73,0
RULE-001,12.35,0
RULE-001,49.1,0
RULE-001,41.95,0
RULE-001,48.78,0
RULE-001,49.39,0
RULE-001,37.65,0
RULE-001,28.03,0
RULE-001,45.18,0
RULE-001,33.24,0
RULE-001,32.73,0
RULE-001,21.42,0
RULE-001,23.79,0
RULE-001,58.38,0
RULE-001,30.31,0
RULE-001,12.42,0
RULE-001,15.97,0
RULE-001,17.29,0
RULE-001,23.91,0
RULE-001,10.98,0
RULE-001,46.16,0
RULE-001,35.76,0
RULE-001,11.41,0
RULE-001,14.78,0
RULE-001,34.48,0
RULE-001,72.61,0
RULE-001,39.89,0
RULE-001,54.03,0
RULE-001,35.03,0
RULE-001,4.47,0
RULE-001,37.22,0
RULE-001,40.66,0
RULE-001,48.81,0
RULE-001,37.51,0
RULE-001,27.12,0
RULE-001,13.21,0
RULE-001,40.91,0
RULE-001,46.28,0
RULE-001,60.79,0
RULE-001,50.6,0
RULE-001,46.51,0
RULE-001,24.77,0
RULE-001,26.77,0
RULE-001,35.96,0
RULE-001,52.02,0
RULE-001,46.28,0
RULE-001,65.95,0
RULE-001,40.1,0
RULE-001,32.67,0
RULE-001,13.93,0
RULE-001,42.62,0
RULE-001,33.0,0
RULE-001,18.84,0
RULE-001,21.21,0
RULE-001,40.09,0
RULE-001,39.77,0
RULE-001,59.45,0
RULE-001,43.25,0
RULE-001,17.72,0
RULE-001,16.45,0
RULE-001,46.42,0
RULE-001,31.83,0
RULE-001,22.23,0
RULE-001,14.93,0
RULE-001,4.98,0
RULE-001,24.1,0
RULE-001,62.98,1
RULE-001,28.32,0
RULE-001,31.44,0
RULE-001,16.84,0
RULE-001,27.61,0
RULE-001,25.52,0
RULE-001,41.53,0
RULE-001,42.63,0
RULE-001,43.3,0
RULE-001,10.68,0
RULE-001,35.2,0
RULE-001,39.43,0
RULE-001,42.0,0
RULE-001,34.13,0
RULE-001,26.23,0
RULE-001,44.16,0
RULE-001,27.43,0
RULE-001,32.4,0
RULE-001,34.89,0
RULE-001,27.92,0
RULE-001,36.85,0
RULE-001,15.56,0
RULE-001,45.53,0
RULE-001,27.8,0
RULE-001,12.71,0
RULE-001,52.58,0
RULE-001,16.77,0
RULE-001,39.35,0
RULE-001,29.69,0
RULE-001,38.76,0
RULE-001,8.0,0
RULE-001,40.06,0
RULE-001,7.63,0
RULE-001,39.99,0
RULE-001,10.98,0
RULE-001,40.66,0
RULE-001,24.02,0
RULE-001,17.49,0
RULE-001,33.82,0
RULE-001,35.04,0
RULE-001,24.09,0
RULE-001,34.8,0
RULE-001,6.68,0
RULE-001,89.09,1
RULE-001,17.22,0
RULE-001,36.39,0
RULE-001,41.48,0
RULE-001,43.19,0
RULE-001,35.2,0
RULE-001,30.8,0
RULE-001,38.46,0
RULE-001,27.6,0
RULE-001,36.49,0
RULE-001,52.89,0
RULE-001,34.31,0
RULE-001,39.81,0
RULE-001,19.31,0
RULE-001,0.0,0
RULE-001,55.06,0
RULE-001,29.71,0
RULE-001,28.34,0
RULE-001,44.6,0
RULE-001,28.68,0
RULE-001,22.39,0
RULE-001,59.57,0
RULE-001,29.07,0
RULE-001,18.47,0
RULE-001,47.48,0
RULE-001,54.18,0
RULE-001,55.57,0
RULE-001,27.97,0
RULE-001,14.04,0
RULE-001,24.4,0
RULE-001,27.98,0
RULE-001,13.05,0
RULE-001,35.75,0
RULE-001,11.74,0
RULE-001,25.02,0
RULE-001,0.0,0
RULE-001,31.11,0
RULE-001,28.55,0
RULE-001,40.54,0
RULE-001,49.77,0
RULE-001,25.49,0
RULE-001,44.78,0
RULE-001,69.0,0
RULE-001,26.42,0
RULE-001,27.08,0
RULE-001,23.22,0
RULE-001,26.99,0
RULE-001,12.93,0
RULE-001,62.25,0
RULE-001,65.27,0
RULE-001,50.49,0
RULE-001,36.71,0
RULE-001,51.65,0
RULE-001,74.89,1
RULE-001,18.94,0
RULE-001,32.61,0
RULE-001,60.35,0
RULE-001,28.2,0
RULE-001,23.1,0
RULE-001,26.96,0
RULE-001,39.11,0
RULE-001,46.19,0
RULE-001,30.59,0
RULE-001,24.23,0
RULE-001,30.98,0
RULE-001,23.41,0
RULE-001,34.4,0
RULE-001,42.5,0
RULE-001,19.3,0
RULE-001,45.98,0
RULE-001,0.0,0
RULE-001,59.98,0
RULE-001,75.87,0
RULE-001,24.82,0
RULE-001,31.8,0
RULE-001,32.9,0
RULE-001,52.56,0
RULE-001,6.82,0
RULE-001,14.21,0
RULE-001,39.21,0
RULE-001,32.07,0
RULE-001,21.01,0
RULE-001,43.68,0
RULE-001,17.81,0
RULE-001,26.01,0
RULE-001,12.69,0
RULE-001,37.81,0
RULE-001,25.33,0
RULE-001,26.36,0
RULE-001,51.8,0
RULE-001,30.01,0
RULE-001,18.89,0
RULE-001,50.07,1
RULE-001,53.21,1
RULE-001,3.91,0
RULE-001,38.47,0
RULE-001,26.29,0
RULE-001,14.58,0
RULE-001,45.31,0
RULE-001,12.84,0
RULE-001,30.82,0
RULE-001,28.83,0
RULE-001,32.14,0
RULE-001,19.96,0
RULE-001,38.47,0
RULE-001,17.04,0
RULE-001,16.23,0
RULE-001,52.13,0
RULE-001,28.06,0
RULE-001,12.57,0
RULE-001,34.05,0
RULE-001,10.28,0
RULE-001,51.74,0
RULE-001,28.54,0
RULE-001,21.9,0
RULE-001,22.57,0
RULE-001,37.24,0
RULE-001,1.49,0
RULE-001,37.13,0
RULE-001,11.56,0
RULE-001,29.31,0
RULE-001,3.37,0
RULE-001,59.36,0
RULE-001,8.97,0
RULE-001,24.89,0
RULE-001,35.78,0
RULE-001,20.0,0
RULE-001,29.28,0
RULE-001,44.77,0
RULE-001,34.96,0
RULE-001,7.22,0
RULE-001,11.59,0
RULE-001,34.25,0
RULE-001,26.84,0
RULE-001,51.73,0
RULE-001,20.23,0
RULE-001,40.63,0
RULE-001,69.71,0
RULE-001,41.98,0
RULE-001,17.09,0
RULE-001,9.92,0
RULE-001,29.0,0
RULE-001,51.81,0
RULE-001,31.02,0
RULE-001,20.02,0
RULE-001,33.44,0
RULE-001,43.06,0
RULE-001,8.16,0
RULE-001,35.81,0
RULE-001,40.86,0
RULE-001,30.41,0
RULE-001,9.04,0
RULE-001,35.17,0
RULE-001,30.47,0
RULE-001,37.07,0
RULE-001,34.57,0
RULE-001,57.41,0
RULE-001,74.16,1
RULE-001,23.9,0
RULE-001,60.96,0
RULE-001,38.49,0
RULE-001,31.49,0
RULE-001,0.0,0
RULE-001,53.25,1
RULE-001,52.17,0
RULE-001,9.99,0
RULE-001,38.09,0
RULE-001,44.13,0
RULE-001,45.66,0
RULE-001,19.25,0
RULE-001,54.07,0
RULE-001,45.96,0
RULE-001,32.95,0
RULE-001,39.28,0
RULE-001,52.03,0
RULE-001,19.03,0
RULE-001,37.87,0
RULE-001,49.57,0
RULE-001,29.62,0
RULE-001,46.89,1
RULE-001,43.17,0
RULE-001,13.78,0
RULE-001,21.48,0
RULE-001,33.7,0
RULE-001,55.06,0
RULE-001,17.7,0
RULE-001,0.0,0
RULE-001,23.43,0
RULE-001,10.71,0
RULE-001,38.92,0
RULE-001,70.71,0
RULE-001,46.93,0
RULE-001,30.62,0
RULE-001,33.0,0
RULE-001,3.28,0
RULE-001,22.67,0
RULE-001,12.43,0
RULE-001,16.95,0
RULE-001,29.05,0
RULE-001,47.89,0
RULE-001,1.66,0
RULE-001,47.56,0
RULE-001,58.34,0
RULE-001,27.91,0
RULE-001,13.78,0
RULE-001,39.58,0
RULE-001,34.57,0
RULE-001,9.66,0
RULE-001,23.16,0
RULE-001,59.65,1
RULE-001,32.91,0
RULE-001,9.92,0
RULE-001,43.0,0
RULE-001,68.07,0
RULE-001,3.18,0
RULE-001,35.32,0
RULE-001,39.4,0
RULE-001,46.6,0
RULE-001,28.23,0
RULE-001,45.03,0
RULE-001,24.03,0
RULE-001,37.64,0
RULE-001,25.7,0
RULE-001,47.46,0
RULE-001,30.98,0
RULE-001,45.17,0
RULE-001,8.82,0
RULE-001,28.48,0
RULE-001,15.4,0
RULE-001,22.79,0
RULE-001,33.93,0
RULE-001,32.08,0
RULE-001,27.66,0
RULE-001,62.19,0
RULE-001,18.77,0
RULE-001,17.41,0
RULE-001,22.12,0
RULE-001,31.84,0
RULE-001,36.44,0
RULE-001,32.44,0
RULE-001,4.36,0
RULE-001,35.18,0
RULE-001,66.71,0
RULE-001,35.81,0
RULE-001,2.8,0
RULE-001,50.79,0
RULE-001,29.97,0
RULE-001,11.87,0
RULE-001,24.31,0
RULE-001,22.97,0
RULE-001,13.54,0
RULE-001,22.07,0
RULE-001,19.56,0
RULE-001,20.5,0
RULE-001,38.96,0
RULE-001,32.33,0
RULE-001,42.96,0
RULE-001,26.39,0
RULE-001,32.94,0
RULE-001,16.3,0
RULE-001,28.75,0
RULE-001,46.87,0
RULE-001,39.92,0
RULE-001,34.15,0
RULE-001,27.17,0
RULE-001,37.64,0
RULE-001,33.2,0
RULE-001,26.45,0
RULE-001,21.95,0
RULE-001,20.34,0
RULE-001,64.36,0
RULE-001,30.28,0
RULE-001,5.53,0
RULE-001,23.43,0
RULE-001,8.47,0
RULE-001,26.08,0
RULE-001,43.29,0
RULE-001,26.33,0
RULE-001,45.61,0
RULE-001,39.93,0
RULE-001,7.77,0
RULE-001,35.66,0
RULE-001,44.79,0
RULE-001,31.53,0
RULE-001,28.83,0
RULE-001,29.21,0
RULE-001,18.71,0
RULE-001,20.94,0
RULE-001,26.65,0
RULE-001,17.66,0
RULE-001,54.55,0
RULE-001,30.54,0
RULE-001,14.16,0
RULE-001,44.36,0
RULE-001,46.99,0
RULE-001,71.28,0
RULE-001,29.28,0
RULE-001,57.73,0
RULE-001,44.82,0
RULE-001,74.16,1
RULE-001,48.64,0
RULE-001,35.09,0
RULE-001,48.79,0
RULE-001,63.62,0
RULE-001,17.61,0
RULE-001,43.75,1
RULE-001,56.41,1
RULE-001,19.03,0
RULE-001,28.8,0
RULE-001,0.0,0
RULE-001,47.51,0
RULE-001,20.09,0
RULE-001,29.9,0
RULE-001,14.53,0
RULE-001,53.97,0
RULE-001,20.28,0
RULE-001,34.69,0
RULE-001,34.74,0
RULE-001,25.97,0
RULE-001,47.48,0
RULE-001,34.87,0
RULE-001,15.61,0
RULE-001,13.05,0
RULE-001,22.99,0
RULE-001,20.49,0
RULE-001,59.66,0
RULE-001,9.93,0
RULE-001,24.44,0
RULE-001,12.58,0
RULE-001,26.55,0
RULE-001,19.94,0
RULE-001,44.91,0
RULE-001,87.49,1
RULE-001,49.76,0
RULE-001,54.74,0
RULE-001,25.48,0
RULE-001,51.08,0
RULE-001,22.97,0
RULE-001,14.02,0
RULE-001,37.77,0
RULE-001,8.31,0
RULE-001,27.63,0
RULE-001,37.59,0
RULE-001,14.48,0
RULE-001,18.31,0
RULE-001,21.34,0
RULE-001,51.56,0
RULE-001,34.43,0
RULE-001,51.55,0
RULE-001,18.43,0
RULE-001,23.75,0
RULE-001,31.82,0
RULE-001,37.86,0
RULE-001,33.62,0
RULE-001,22.75,0
RULE-001,63.42,0
RULE-001,52.25,0
RULE-001,37.09,0
RULE-001,35.73,0
RULE-001,24.33,0
RULE-001,31.11,0
RULE-001,8.98,0
RULE-001,15.85,0
RULE-001,36.15,1
RULE-001,45.84,0
RULE-001,43.46,0
RULE-001,31.15,0
RULE-001,37.75,0
RULE-001,42.63,0
RULE-001,38.0,0
RULE-001,42.7,0
RULE-001,7.28,0
RULE-001,60.76,0
RULE-001,18.69,0
RULE-001,19.99,0
RULE-001,35.63,1
RULE-001,50.17,0
RULE-001,16.09,0
RULE-001,37.84,0
RULE-001,20.61,0
RULE-001,24.22,0
RULE-001,21.89,0
RULE-001,32.99,0
RULE-001,29.56,0
RULE-001,9.42,0
RULE-001,25.81,0
RULE-001,43.07,0
RULE-001,41.29,0
RULE-001,27.32,0
RULE-001,32.09,0
RULE-001,28.02,0
RULE-001,38.77,0
RULE-001,59.03,0
RULE-001,47.9,0
RULE-001,8.7,0
RULE-001,27.76,0
RULE-001,43.09,0
RULE-001,19.34,0
RULE-001,43.73,0
RULE-001,0.0,0
RULE-001,24.01,0
RULE-001,72.12,0
RULE-001,41.2,0
RULE-001,2.57,0
RULE-001,12.21,0
RULE-001,26.82,0
RULE-001,23.49,0
RULE-001,17.72,0
RULE-001,13.67,0
RULE-001,33.83,0
RULE-001,24.52,0
RULE-001,31.29,0
RULE-001,11.5,0
RULE-001,19.3,0
RULE-001,44.21,0
