customer_id,stratum,customer_type,domicile_country,operating_countries,products,channel,pep,adverse_media,prior_sar,ownership_opacity,expected_activity_intensity
CUST-000047,designed_low,SMB,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.02,0.13
CUST-000048,designed_low,INDIVIDUAL,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.13,0.08
CUST-000049,designed_medium,TRUST,DE,,wire,FACE_TO_FACE,0,0,0,0.48,0.51
CUST-000050,designed_low,INDIVIDUAL,NL,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.11,0.13
CUST-000051,designed_low,SMB,CA,,lending,FACE_TO_FACE,0,0,0,0.04,0.07
CUST-000052,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.03,0.28
CUST-000053,designed_high,MSB,US,AE,correspondent,REMOTE,0,0,0,0.72,0.72
CUST-000054,hard_high,MSB,US,AF,private_banking,FACE_TO_FACE,0,0,0,0.71,0.26
CUST-000055,designed_low,SMB,NL,,lending,FACE_TO_FACE,0,0,0,0.16,0.26
CUST-000056,designed_low,INDIVIDUAL,US,,lending,FACE_TO_FACE,0,0,0,0.06,0.02
CUST-000057,designed_medium,SMB,DE,MM,wire,FACE_TO_FACE,0,0,0,0.46,0.38
CUST-000058,designed_medium,SMB,CA,AE,wire|trade_finance,REMOTE,0,0,0,0.33,0.6
CUST-000059,designed_low,INDIVIDUAL,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.14,0.0
CUST-000060,hard_high,INDIVIDUAL,US,,crypto,REMOTE,0,1,0,0.39,0.77
CUST-000061,designed_medium,TRUST,CA,PA,private_banking,REMOTE,0,0,0,0.32,0.39
CUST-000062,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.14,0.27
CUST-000063,designed_medium,SMB,US,AE,wire|trade_finance,FACE_TO_FACE,0,0,0,0.33,0.47
CUST-000064,designed_medium,SMB,US,,private_banking,FACE_TO_FACE,0,0,0,0.4,0.39
CUST-000065,designed_medium,TRUST,NL,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.44,0.34
CUST-000066,designed_low,SMB,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.09,0.27
CUST-000067,designed_medium,TRUST,DE,MM,private_banking,FACE_TO_FACE,0,0,0,0.24,0.51
CUST-000068,designed_high,MSB,US,RU,correspondent,REMOTE,0,0,0,0.74,0.84
CUST-000069,designed_low,INDIVIDUAL,CA,,lending,FACE_TO_FACE,0,0,0,0.03,0.14
CUST-000070,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.16,0.27
CUST-000071,designed_low,SMB,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.17,0.14
CUST-000072,designed_medium,TRUST,NL,,wire|trade_finance,REMOTE,0,0,0,0.22,0.39
CUST-000073,designed_low,SMB,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.03,0.07
CUST-000074,designed_medium,TRUST,AU,AE,private_banking,REMOTE,0,0,0,0.36,0.42
CUST-000075,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.19,0.01
CUST-000076,designed_high,TRUST,US,MM,crypto,REMOTE,0,0,0,0.78,0.7
CUST-000077,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.15,0.24
CUST-000078,designed_high,NBFI,AU,PA,crypto|wire,REMOTE,0,0,0,0.65,0.74
CUST-000079,designed_medium,SMB,DE,RU,trade_finance,FACE_TO_FACE,0,0,0,0.47,0.48
CUST-000080,designed_medium,CORPORATE,DE,,private_banking,FACE_TO_FACE,0,0,0,0.22,0.41
CUST-000081,designed_low,SMB,NL,,lending,FACE_TO_FACE,0,0,0,0.06,0.29
CUST-000082,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.15,0.02
CUST-000083,hard_high,MSB,US,,wire,FACE_TO_FACE,0,0,1,0.68,0.77
CUST-000084,designed_high,TRUST,AU,RU,correspondent,REMOTE,0,0,0,0.64,0.64
CUST-000085,hard_high,SHELL,US,KP,private_banking,REMOTE,0,0,0,0.15,0.56
CUST-000086,hard_high,SHELL,US,,wire,REMOTE,0,0,0,0.76,0.74
CUST-000087,designed_medium,CORPORATE,GB,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.44,0.47
CUST-000088,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.01,0.19
CUST-000089,designed_low,SMB,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.09,0.11
CUST-000090,designed_high,NBFI,DE,RU,crypto|wire,REMOTE,0,0,0,0.55,0.78
CUST-000091,designed_medium,TRUST,GB,MM,private_banking,REMOTE,0,0,0,0.3,0.37
CUST-000092,hard_high,SHELL,US,,trade_finance,FACE_TO_FACE,0,0,0,0.73,0.54
CUST-000093,designed_low,SMB,AU,,lending,FACE_TO_FACE,0,0,0,0.04,0.24
CUST-000094,designed_low,SMB,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.1,0.06
CUST-000095,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.15,0.21
CUST-000096,designed_medium,SMB,US,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.32,0.37
CUST-000097,designed_medium,SMB,US,PA,wire|trade_finance,REMOTE,0,0,0,0.41,0.38
CUST-000098,designed_low,INDIVIDUAL,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.06,0.22
CUST-000099,hard_high,MSB,US,,crypto,FACE_TO_FACE,1,0,0,0.66,0.37
CUST-000100,hard_high,INDIVIDUAL,US,,private_banking,FACE_TO_FACE,0,1,0,0.75,0.38
CUST-000101,designed_low,INDIVIDUAL,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.03,0.01
CUST-000102,designed_low,SMB,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.13,0.23
CUST-000103,designed_low,INDIVIDUAL,GB,,lending,FACE_TO_FACE,0,0,0,0.09,0.13
CUST-000104,designed_low,INDIVIDUAL,NL,,lending,FACE_TO_FACE,0,0,0,0.02,0.02
CUST-000105,designed_low,INDIVIDUAL,AU,,retail_deposit,FACE_TO_FACE,0,0,0,0.16,0.28
CUST-000106,designed_low,INDIVIDUAL,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.15,0.18
CUST-000107,designed_medium,CORPORATE,GB,MM,private_banking,REMOTE,0,0,0,0.46,0.6
CUST-000108,designed_low,INDIVIDUAL,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.02,0.23
CUST-000109,designed_medium,SMB,DE,,trade_finance,FACE_TO_FACE,0,0,0,0.37,0.35
CUST-000110,designed_low,SMB,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.05,0.21
CUST-000111,designed_medium,SMB,CA,RU,trade_finance,REMOTE,0,0,0,0.23,0.37
CUST-000112,designed_low,SMB,AU,,retail_deposit,FACE_TO_FACE,0,0,0,0.01,0.24
CUST-000113,designed_medium,TRUST,NL,,private_banking,REMOTE,0,0,0,0.41,0.58
CUST-000114,designed_low,SMB,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.12,0.27
CUST-000115,designed_medium,TRUST,NL,,trade_finance,FACE_TO_FACE,0,0,0,0.5,0.5
CUST-000116,designed_low,INDIVIDUAL,AU,,lending,FACE_TO_FACE,0,0,0,0.1,0.13
CUST-000117,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.19,0.14
CUST-000118,designed_low,SMB,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.17,0.1
CUST-000119,designed_medium,SMB,DE,,private_banking,FACE_TO_FACE,0,0,0,0.29,0.4
CUST-000120,hard_high,SHELL,US,,wire,REMOTE,0,1,0,0.37,0.31
CUST-000121,designed_medium,SMB,DE,,trade_finance,REMOTE,0,0,0,0.36,0.58
CUST-000122,designed_low,SMB,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.19,0.18
CUST-000123,designed_low,INDIVIDUAL,NL,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.0,0.12
CUST-000124,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.13,0.05
CUST-000125,hard_high,NBFI,US,,private_banking,REMOTE,0,0,1,0.75,0.79
CUST-000126,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.18,0.15
CUST-000127,designed_high,MSB,NL,MM,cash,REMOTE,0,0,0,0.78,0.78
CUST-000128,designed_high,NBFI,DE,PA,crypto|wire,REMOTE,0,0,0,0.76,0.76
CUST-000129,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.08,0.28
CUST-000130,designed_high,TRUST,AU,MM,correspondent,REMOTE,0,0,0,0.76,0.74
CUST-000131,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.08,0.2
CUST-000132,designed_high,MSB,US,AE,correspondent,REMOTE,0,0,0,0.65,0.81
CUST-000133,designed_high,NBFI,CA,MM,crypto,REMOTE,0,0,0,0.72,0.74
CUST-000134,designed_medium,CORPORATE,CA,MM,wire|trade_finance,REMOTE,0,0,0,0.39,0.56
CUST-000135,designed_high,TRUST,US,PA,crypto|wire,REMOTE,0,0,0,0.76,0.61
CUST-000136,designed_low,SMB,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.02,0.29
CUST-000137,designed_medium,TRUST,CA,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.21,0.54
CUST-000138,designed_low,SMB,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.05,0.12
CUST-000139,designed_medium,CORPORATE,AU,,private_banking,FACE_TO_FACE,0,0,0,0.35,0.47
CUST-000140,designed_low,SMB,US,,lending,FACE_TO_FACE,0,0,0,0.13,0.27
CUST-000141,designed_low,SMB,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.03,0.13
CUST-000142,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.14,0.14
CUST-000143,designed_low,SMB,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.05,0.17
CUST-000144,designed_medium,TRUST,NL,AE,wire|trade_finance,FACE_TO_FACE,0,0,0,0.37,0.51
CUST-000145,designed_medium,CORPORATE,GB,MM,trade_finance,REMOTE,0,0,0,0.27,0.36
CUST-000146,designed_low,INDIVIDUAL,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.18,0.19
CUST-000147,designed_low,SMB,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.07,0.04
CUST-000148,designed_high,NBFI,DE,MM,correspondent,REMOTE,0,0,0,0.56,0.88
CUST-000149,designed_high,NBFI,GB,PA,correspondent,REMOTE,0,0,0,0.58,0.89
CUST-000150,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.16,0.14
CUST-000151,designed_low,INDIVIDUAL,DE,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.13,0.12
CUST-000152,designed_high,TRUST,NL,AE,crypto|wire,REMOTE,0,0,0,0.5,0.79
CUST-000153,designed_low,SMB,GB,,lending,FACE_TO_FACE,0,0,0,0.16,0.28
CUST-000154,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.12,0.28
CUST-000155,designed_low,INDIVIDUAL,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.13,0.14
CUST-000156,designed_medium,TRUST,US,,wire,FACE_TO_FACE,0,0,0,0.29,0.45
CUST-000157,designed_low,INDIVIDUAL,US,,lending,FACE_TO_FACE,0,0,0,0.07,0.28
CUST-000158,designed_medium,TRUST,US,RU,wire,REMOTE,0,0,0,0.38,0.58
CUST-000159,designed_low,SMB,AU,,lending,FACE_TO_FACE,0,0,0,0.09,0.07
CUST-000160,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.07,0.12
CUST-000161,designed_low,INDIVIDUAL,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.13,0.19
CUST-000162,designed_medium,CORPORATE,CA,,trade_finance,FACE_TO_FACE,0,0,0,0.22,0.53
CUST-000163,designed_low,INDIVIDUAL,AU,,lending,FACE_TO_FACE,0,0,0,0.15,0.24
CUST-000164,designed_medium,SMB,AU,RU,trade_finance,FACE_TO_FACE,0,0,0,0.4,0.31
CUST-000165,designed_low,INDIVIDUAL,GB,,lending,FACE_TO_FACE,0,0,0,0.0,0.08
CUST-000166,designed_low,SMB,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.15,0.14
CUST-000167,designed_medium,TRUST,GB,AE,trade_finance,FACE_TO_FACE,0,0,0,0.42,0.57
CUST-000168,designed_medium,SMB,US,,private_banking,REMOTE,0,0,0,0.33,0.33
CUST-000169,designed_medium,SMB,CA,AE,trade_finance,FACE_TO_FACE,0,0,0,0.24,0.49
CUST-000170,designed_medium,TRUST,NL,MM,private_banking,REMOTE,0,0,0,0.23,0.51
CUST-000171,designed_high,TRUST,GB,RU,crypto|wire,REMOTE,0,0,0,0.64,0.68
CUST-000172,designed_low,SMB,US,,lending,FACE_TO_FACE,0,0,0,0.15,0.09
CUST-000173,designed_low,SMB,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.14,0.14
CUST-000174,designed_low,INDIVIDUAL,CA,,lending,FACE_TO_FACE,0,0,0,0.02,0.22
CUST-000175,designed_high,TRUST,CA,PA,crypto,REMOTE,0,0,0,0.62,0.91
CUST-000176,hard_high,SHELL,US,,wire,REMOTE,1,0,0,0.54,0.41
CUST-000177,designed_low,INDIVIDUAL,DE,,lending,FACE_TO_FACE,0,0,0,0.04,0.03
CUST-000178,designed_high,NBFI,CA,PA,correspondent,REMOTE,0,0,0,0.74,0.9
CUST-000179,hard_high,INDIVIDUAL,US,,wire,REMOTE,0,1,0,0.03,0.36
CUST-000180,hard_high,SHELL,US,,wire,FACE_TO_FACE,0,0,0,0.63,0.54
CUST-000181,designed_medium,CORPORATE,CA,RU,private_banking,REMOTE,0,0,0,0.3,0.41
CUST-000182,designed_medium,TRUST,GB,,trade_finance,FACE_TO_FACE,0,0,0,0.43,0.31
CUST-000183,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.1,0.13
CUST-000184,designed_low,INDIVIDUAL,NL,,lending,FACE_TO_FACE,0,0,0,0.02,0.2
CUST-000185,designed_medium,TRUST,DE,,trade_finance,REMOTE,0,0,0,0.5,0.32
CUST-000186,designed_low,INDIVIDUAL,AU,,lending,FACE_TO_FACE,0,0,0,0.06,0.04
CUST-000187,designed_low,SMB,AU,,retail_deposit,FACE_TO_FACE,0,0,0,0.08,0.21
CUST-000188,designed_low,SMB,CA,,lending,FACE_TO_FACE,0,0,0,0.17,0.01
CUST-000189,designed_low,INDIVIDUAL,NL,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.09,0.12
CUST-000190,designed_medium,SMB,CA,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.44,0.49
CUST-000191,designed_high,NBFI,CA,MM,crypto,REMOTE,0,0,0,0.57,0.81
CUST-000192,designed_low,SMB,NL,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.07,0.1
CUST-000193,designed_low,INDIVIDUAL,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.04,0.23
CUST-000194,designed_low,INDIVIDUAL,AU,,retail_deposit,FACE_TO_FACE,0,0,0,0.03,0.06
CUST-000195,designed_medium,TRUST,CA,RU,private_banking,REMOTE,0,0,0,0.4,0.56
CUST-000196,designed_medium,TRUST,NL,,private_banking,FACE_TO_FACE,0,0,0,0.34,0.49
CUST-000197,designed_medium,TRUST,CA,,wire|trade_finance,REMOTE,0,0,0,0.34,0.32
CUST-000198,designed_high,MSB,DE,AE,crypto|wire,REMOTE,0,0,0,0.64,0.79
CUST-000199,designed_medium,CORPORATE,US,RU,private_banking,FACE_TO_FACE,0,0,0,0.49,0.44
CUST-000200,designed_high,NBFI,DE,AE,correspondent,REMOTE,0,0,0,0.51,0.85
CUST-000201,hard_high,SHELL,US,,crypto,REMOTE,0,0,0,0.91,0.37
CUST-000202,designed_medium,CORPORATE,DE,,wire|trade_finance,FACE_TO_FACE,0,0,0,0.37,0.42
CUST-000203,designed_low,INDIVIDUAL,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.12,0.04
CUST-000204,designed_low,SMB,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.14,0.03
CUST-000205,designed_medium,TRUST,NL,,private_banking,REMOTE,0,0,0,0.21,0.39
CUST-000206,hard_high,NBFI,US,SY,trade_finance,FACE_TO_FACE,0,0,0,0.2,0.28
CUST-000207,designed_high,MSB,GB,AE,cash,REMOTE,0,0,0,0.76,0.82
CUST-000208,designed_medium,CORPORATE,AU,,private_banking,FACE_TO_FACE,0,0,0,0.32,0.5
CUST-000209,designed_low,SMB,GB,,lending,FACE_TO_FACE,0,0,0,0.15,0.24
CUST-000210,designed_low,INDIVIDUAL,NL,,lending,FACE_TO_FACE,0,0,0,0.18,0.06
CUST-000211,designed_medium,TRUST,US,MM,private_banking,REMOTE,0,0,0,0.49,0.55
CUST-000212,designed_high,MSB,NL,AE,crypto|wire,REMOTE,0,0,0,0.76,0.79
CUST-000213,designed_low,INDIVIDUAL,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.15,0.08
CUST-000214,designed_high,MSB,US,AE,correspondent,REMOTE,0,0,0,0.75,0.91
CUST-000215,hard_high,SHELL,US,SY,wire,REMOTE,0,0,0,0.45,0.34
CUST-000216,designed_low,SMB,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.13,0.24
CUST-000217,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.17,0.23
CUST-000218,designed_low,INDIVIDUAL,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.05,0.25
CUST-000219,designed_low,SMB,CA,,lending,FACE_TO_FACE,0,0,0,0.05,0.04
CUST-000220,designed_low,SMB,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.17,0.15
CUST-000221,designed_low,INDIVIDUAL,DE,,retail_deposit,FACE_TO_FACE,0,0,0,0.06,0.0
CUST-000222,designed_low,SMB,AU,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.13,0.16
CUST-000223,designed_low,INDIVIDUAL,US,,lending,FACE_TO_FACE,0,0,0,0.01,0.12
CUST-000224,designed_low,INDIVIDUAL,NL,,retail_deposit,FACE_TO_FACE,0,0,0,0.07,0.22
CUST-000225,designed_medium,TRUST,DE,,wire,REMOTE,0,0,0,0.36,0.54
CUST-000226,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.13,0.24
CUST-000227,designed_low,SMB,CA,,lending,FACE_TO_FACE,0,0,0,0.04,0.24
CUST-000228,designed_high,NBFI,NL,MM,crypto|wire,REMOTE,0,0,0,0.58,0.86
CUST-000229,designed_low,SMB,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.07,0.04
CUST-000230,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.18,0.12
CUST-000231,hard_high,SHELL,US,AF,trade_finance,REMOTE,0,0,0,0.83,0.51
CUST-000232,designed_low,INDIVIDUAL,GB,,lending,FACE_TO_FACE,0,0,0,0.06,0.02
CUST-000233,designed_medium,SMB,US,,private_banking,REMOTE,0,0,0,0.33,0.52
CUST-000234,designed_high,TRUST,US,PA,crypto,REMOTE,0,0,0,0.52,0.82
CUST-000235,designed_low,INDIVIDUAL,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.17,0.2
CUST-000236,designed_low,INDIVIDUAL,CA,,retail_deposit,FACE_TO_FACE,0,0,0,0.16,0.11
CUST-000237,designed_low,INDIVIDUAL,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.14,0.28
CUST-000238,designed_low,INDIVIDUAL,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.11,0.12
CUST-000239,designed_medium,CORPORATE,CA,,private_banking,REMOTE,0,0,0,0.47,0.34
CUST-000240,designed_medium,TRUST,US,RU,private_banking,FACE_TO_FACE,0,0,0,0.24,0.56
CUST-000241,designed_low,SMB,CA,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.19,0.3
CUST-000242,designed_medium,TRUST,CA,PA,trade_finance,FACE_TO_FACE,0,0,0,0.44,0.45
CUST-000243,designed_low,INDIVIDUAL,AU,,retail_deposit,FACE_TO_FACE,0,0,0,0.16,0.01
CUST-000244,designed_medium,SMB,US,,wire,REMOTE,0,0,0,0.32,0.52
CUST-000245,designed_low,SMB,US,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.01,0.29
CUST-000246,designed_medium,SMB,US,,trade_finance,FACE_TO_FACE,0,0,0,0.33,0.57
CUST-000247,designed_low,INDIVIDUAL,GB,,retail_deposit,FACE_TO_FACE,0,0,0,0.06,0.05
CUST-000248,hard_high,MSB,US,,private_banking,REMOTE,1,0,0,0.76,0.35
CUST-000249,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.02,0.19
CUST-000250,designed_medium,TRUST,AU,RU,wire,FACE_TO_FACE,0,0,0,0.22,0.58
CUST-000251,designed_medium,SMB,DE,RU,wire,REMOTE,0,0,0,0.47,0.46
CUST-000252,designed_medium,SMB,US,RU,wire|trade_finance,REMOTE,0,0,0,0.22,0.32
CUST-000253,designed_low,SMB,US,,retail_deposit,FACE_TO_FACE,0,0,0,0.07,0.04
CUST-000254,designed_high,NBFI,DE,PA,crypto|wire,REMOTE,0,0,0,0.54,0.73
CUST-000255,designed_medium,SMB,AU,,wire|trade_finance,REMOTE,0,0,0,0.27,0.33
CUST-000256,designed_low,SMB,GB,,lending,FACE_TO_FACE,0,0,0,0.05,0.26
CUST-000257,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.06,0.23
CUST-000258,designed_low,SMB,US,,lending,FACE_TO_FACE,0,0,0,0.1,0.03
CUST-000259,designed_low,SMB,AU,,retail_deposit,FACE_TO_FACE,0,0,0,0.12,0.01
CUST-000260,designed_low,SMB,NL,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.0,0.03
CUST-000261,designed_low,SMB,DE,,lending,FACE_TO_FACE,0,0,0,0.15,0.11
CUST-000262,designed_low,INDIVIDUAL,NL,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.06,0.12
CUST-000263,designed_low,SMB,GB,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.12,0.04
CUST-000264,designed_low,SMB,NL,,retail_deposit|lending,FACE_TO_FACE,0,0,0,0.19,0.23
