control_id,item_id,stratum,is_deviation
CTRL-000,CTRL-000-I000100,retail-branch,0
CTRL-000,CTRL-000-I000101,commercial,0
CTRL-000,CTRL-000-I000102,digital-channel,0
CTRL-000,CTRL-000-I000103,commercial,0
CTRL-000,CTRL-000-I000104,retail-branch,0
CTRL-000,CTRL-000-I000105,retail-branch,0
CTRL-000,CTRL-000-I000106,digital-channel,0
CTRL-000,CTRL-000-I000107,private-client,0
CTRL-000,CTRL-000-I000108,digital-channel,1
CTRL-000,CTRL-000-I000109,commercial,0
CTRL-000,CTRL-000-I000110,private-client,0
CTRL-000,CTRL-000-I000111,digital-channel,0
CTRL-000,CTRL-000-I000112,retail-branch,0
CTRL-000,CTRL-000-I000113,digital-channel,0
CTRL-000,CTRL-000-I000114,commercial,0
CTRL-000,CTRL-000-I000115,digital-channel,0
CTRL-000,CTRL-000-I000116,commercial,0
CTRL-000,CTRL-000-I000117,retail-branch,0
CTRL-000,CTRL-000-I000118,retail-branch,0
CTRL-000,CTRL-000-I000119,retail-branch,0
CTRL-000,CTRL-000-I000120,digital-channel,0
CTRL-000,CTRL-000-I000121,commercial,0
CTRL-000,CTRL-000-I000122,retail-branch,0
CTRL-000,CTRL-000-I000123,retail-branch,0
CTRL-000,CTRL-000-I000124,commercial,0
CTRL-000,CTRL-000-I000125,digital-channel,0
CTRL-000,CTRL-000-I000126,commercial,0
CTRL-000,CTRL-000-I000127,private-client,0
CTRL-000,CTRL-000-I000128,private-client,0
CTRL-000,CTRL-000-I000129,commercial,0
CTRL-000,CTRL-000-I000130,digital-channel,0
CTRL-000,CTRL-000-I000131,digital-channel,0
CTRL-000,CTRL-000-I000132,commercial,0
CTRL-000,CTRL-000-I000133,retail-branch,0
CTRL-000,CTRL-000-I000134,digital-channel,1
CTRL-000,CTRL-000-I000135,commercial,0
CTRL-000,CTRL-000-I000136,digital-channel,0
CTRL-000,CTRL-000-I000137,private-client,0
CTRL-000,CTRL-000-I000138,commercial,0
CTRL-000,CTRL-000-I000139,digital-channel,0
CTRL-000,CTRL-000-I000140,retail-branch,0
CTRL-000,CTRL-000-I000141,private-client,0
CTRL-000,CTRL-000-I000142,digital-channel,0
CTRL-000,CTRL-000-I000143,digital-channel,0
CTRL-000,CTRL-000-I000144,commercial,0
CTRL-000,CTRL-000-I000145,commercial,0
CTRL-000,CTRL-000-I000146,digital-channel,0
CTRL-000,CTRL-000-I000147,digital-channel,0
CTRL-000,CTRL-000-I000148,commercial,0
CTRL-000,CTRL-000-I000149,commercial,0
CTRL-000,CTRL-000-I000150,commercial,0
CTRL-000,CTRL-000-I000151,private-client,0
CTRL-000,CTRL-000-I000152,commercial,0
CTRL-000,CTRL-000-I000153,retail-branch,0
CTRL-000,CTRL-000-I000154,retail-branch,0
CTRL-000,CTRL-000-I000155,commercial,0
CTRL-000,CTRL-000-I000156,commercial,0
CTRL-000,CTRL-000-I000157,private-client,0
CTRL-000,CTRL-000-I000158,commercial,0
CTRL-000,CTRL-000-I000159,commercial,0
CTRL-000,CTRL-000-I000160,retail-branch,0
CTRL-000,CTRL-000-I000161,digital-channel,0
CTRL-000,CTRL-000-I000162,digital-channel,0
CTRL-000,CTRL-000-I000163,retail-branch,0
CTRL-000,CTRL-000-I000164,retail-branch,0
CTRL-000,CTRL-000-I000165,commercial,0
CTRL-000,CTRL-000-I000166,commercial,0
CTRL-000,CTRL-000-I000167,digital-channel,0
CTRL-000,CTRL-000-I000168,digital-channel,0
CTRL-000,CTRL-000-I000169,digital-channel,0
CTRL-000,CTRL-000-I000170,private-client,0
CTRL-000,CTRL-000-I000171,private-client,0
CTRL-000,CTRL-000-I000172,retail-branch,0
CTRL-000,CTRL-000-I000173,commercial,0
CTRL-000,CTRL-000-I000174,digital-channel,0
CTRL-000,CTRL-000-I000175,digital-channel,0
CTRL-000,CTRL-000-I000176,retail-branch,0
CTRL-000,CTRL-000-I000177,commercial,0
CTRL-000,CTRL-000-I000178,commercial,0
CTRL-000,CTRL-000-I000179,digital-channel,0
CTRL-000,CTRL-000-I000180,digital-channel,0
CTRL-000,CTRL-000-I000181,commercial,0
CTRL-000,CTRL-000-I000182,commercial,0
CTRL-000,CTRL-000-I000183,retail-branch,0
CTRL-000,CTRL-000-I000184,digital-channel,0
CTRL-000,CTRL-000-I000185,retail-branch,0
CTRL-000,CTRL-000-I000186,digital-channel,0
CTRL-000,CTRL-000-I000187,commercial,0
CTRL-000,CTRL-000-I000188,retail-branch,0
CTRL-000,CTRL-000-I000189,retail-branch,0
CTRL-000,CTRL-000-I000190,retail-branch,0
CTRL-000,CTRL-000-I000191,retail-branch,0
CTRL-000,CTRL-000-I000192,retail-branch,0
CTRL-000,CTRL-000-I000193,commercial,0
CTRL-000,CTRL-000-I000194,digital-channel,0
CTRL-000,CTRL-000-I000195,commercial,0
CTRL-000,CTRL-000-I000196,digital-channel,0
CTRL-000,CTRL-000-I000197,commercial,0
CTRL-000,CTRL-000-I000198,digital-channel,0
CTRL-000,CTRL-000-I000199,retail-branch,0
CTRL-000,CTRL-000-I000200,commercial,0
CTRL-000,CTRL-000-I000201,retail-branch,0
CTRL-000,CTRL-000-I000202,digital-channel,0
CTRL-000,CTRL-000-I000203,digital-channel,0
CTRL-000,CTRL-000-I000204,retail-branch,0
CTRL-000,CTRL-000-I000205,retail-branch,0
CTRL-000,CTRL-000-I000206,digital-channel,0
CTRL-000,CTRL-000-I000207,private-client,0
CTRL-000,CTRL-000-I000208,commercial,0
CTRL-000,CTRL-000-I000209,digital-channel,0
CTRL-000,CTRL-000-I000210,retail-branch,0
CTRL-000,CTRL-000-I000211,digital-channel,0
CTRL-000,CTRL-000-I000212,digital-channel,0
CTRL-000,CTRL-000-I000213,private-client,0
CTRL-000,CTRL-000-I000214,commercial,0
CTRL-000,CTRL-000-I000215,digital-channel,0
CTRL-000,CTRL-000-I000216,digital-channel,0
CTRL-000,CTRL-000-I000217,retail-branch,0
CTRL-000,CTRL-000-I000218,commercial,0
CTRL-000,CTRL-000-I000219,retail-branch,0
CTRL-000,CTRL-000-I000220,commercial,0
CTRL-000,CTRL-000-I000221,commercial,0
CTRL-000,CTRL-000-I000222,digital-channel,0
CTRL-000,CTRL-000-I000223,private-client,0
CTRL-000,CTRL-000-I000224,commercial,0
CTRL-000,CTRL-000-I000225,commercial,0
CTRL-000,CTRL-000-I000226,retail-branch,0
CTRL-000,CTRL-000-I000227,commercial,0
CTRL-000,CTRL-000-I000228,digital-channel,0
CTRL-000,CTRL-000-I000229,digital-channel,0
CTRL-000,CTRL-000-I000230,digital-channel,0
CTRL-000,CTRL-000-I000231,digital-channel,0
CTRL-000,CTRL-000-I000232,digital-channel,0
CTRL-000,CTRL-000-I000233,retail-branch,0
CTRL-000,CTRL-000-I000234,commercial,0
CTRL-000,CTRL-000-I000235,private-client,0
CTRL-000,CTRL-000-I000236,commercial,0
CTRL-000,CTRL-000-I000237,digital-channel,0
CTRL-000,CTRL-000-I000238,private-client,0
CTRL-000,CTRL-000-I000239,digital-channel,0
CTRL-000,CTRL-000-I000240,digital-channel,0
CTRL-000,CTRL-000-I000241,private-client,0
CTRL-000,CTRL-000-I000242,commercial,0
CTRL-000,CTRL-000-I000243,digital-channel,0
CTRL-000,CTRL-000-I000244,retail-branch,0
CTRL-000,CTRL-000-I000245,retail-branch,0
CTRL-000,CTRL-000-I000246,commercial,0
CTRL-000,CTRL-000-I000247,commercial,0
CTRL-000,CTRL-000-I000248,commercial,0
CTRL-000,CTRL-000-I000249,retail-branch,0
CTRL-001,CTRL-001-I000000,commercial,0
CTRL-001,CTRL-001-I000001,retail-branch,1
CTRL-001,CTRL-001-I000002,commercial,0
CTRL-001,CTRL-001-I000003,commercial,0
CTRL-001,CTRL-001-I000004,operations,0
CTRL-001,CTRL-001-I000005,retail-branch,1
CTRL-001,CTRL-001-I000006,private-client,0
CTRL-001,CTRL-001-I000007,operations,0
CTRL-001,CTRL-001-I000008,operations,1
CTRL-001,CTRL-001-I000009,commercial,0
CTRL-001,CTRL-001-I000010,retail-branch,0
CTRL-001,CTRL-001-I000011,operations,0
CTRL-001,CTRL-001-I000012,operations,0
CTRL-001,CTRL-001-I000013,operations,0
CTRL-001,CTRL-001-I000014,private-client,0
CTRL-001,CTRL-001-I000015,retail-branch,0
CTRL-001,CTRL-001-I000016,retail-branch,1
CTRL-001,CTRL-001-I000017,retail-branch,0
CTRL-001,CTRL-001-I000018,commercial,0
CTRL-001,CTRL-001-I000019,operations,0
CTRL-001,CTRL-001-I000020,private-client,1
CTRL-001,CTRL-001-I000021,retail-branch,1
CTRL-001,CTRL-001-I000022,private-client,0
CTRL-001,CTRL-001-I000023,retail-branch,0
CTRL-001,CTRL-001-I000024,operations,0
CTRL-001,CTRL-001-I000025,retail-branch,0
CTRL-001,CTRL-001-I000026,commercial,0
CTRL-001,CTRL-001-I000027,private-client,1
CTRL-001,CTRL-001-I000028,retail-branch,0
CTRL-001,CTRL-001-I000029,operations,0
CTRL-001,CTRL-001-I000030,retail-branch,0
CTRL-001,CTRL-001-I000031,operations,0
CTRL-001,CTRL-001-I000032,retail-branch,0
CTRL-001,CTRL-001-I000033,retail-branch,0
CTRL-001,CTRL-001-I000034,retail-branch,0
CTRL-001,CTRL-001-I000035,private-client,0
CTRL-001,CTRL-001-I000036,commercial,0
CTRL-001,CTRL-001-I000037,private-client,0
CTRL-001,CTRL-001-I000038,retail-branch,0
CTRL-001,CTRL-001-I000039,commercial,0
CTRL-001,CTRL-001-I000040,private-client,0
CTRL-001,CTRL-001-I000041,commercial,0
CTRL-001,CTRL-001-I000042,operations,0
CTRL-001,CTRL-001-I000043,operations,0
CTRL-001,CTRL-001-I000044,operations,0
CTRL-001,CTRL-001-I000045,operations,0
CTRL-001,CTRL-001-I000046,retail-branch,0
CTRL-001,CTRL-001-I000047,operations,0
CTRL-001,CTRL-001-I000048,commercial,0
CTRL-001,CTRL-001-I000049,commercial,0
CTRL-001,CTRL-001-I000050,operations,0
CTRL-001,CTRL-001-I000051,private-client,0
CTRL-001,CTRL-001-I000052,private-client,1
CTRL-001,CTRL-001-I000053,retail-branch,0
CTRL-001,CTRL-001-I000054,retail-branch,1
CTRL-001,CTRL-001-I000055,operations,0
CTRL-001,CTRL-001-I000056,retail-branch,0
CTRL-001,CTRL-001-I000057,private-client,1
CTRL-001,CTRL-001-I000058,operations,0
CTRL-001,CTRL-001-I000059,operations,1
CTRL-001,CTRL-001-I000060,retail-branch,0
CTRL-001,CTRL-001-I000061,operations,1
CTRL-001,CTRL-001-I000062,operations,1
CTRL-001,CTRL-001-I000063,retail-branch,0
CTRL-001,CTRL-001-I000064,private-client,0
CTRL-001,CTRL-001-I000065,retail-branch,1
CTRL-001,CTRL-001-I000066,operations,0
CTRL-001,CTRL-001-I000067,operations,0
CTRL-001,CTRL-001-I000068,operations,0
CTRL-001,CTRL-001-I000069,operations,0
CTRL-001,CTRL-001-I000070,operations,1
CTRL-001,CTRL-001-I000071,operations,0
CTRL-001,CTRL-001-I000072,operations,0
CTRL-001,CTRL-001-I000073,private-client,0
CTRL-001,CTRL-001-I000074,retail-branch,0
CTRL-001,CTRL-001-I000075,private-client,0
CTRL-001,CTRL-001-I000076,operations,0
CTRL-001,CTRL-001-I000077,commercial,0
CTRL-001,CTRL-001-I000078,operations,0
CTRL-001,CTRL-001-I000079,operations,0
CTRL-001,CTRL-001-I000080,private-client,0
CTRL-001,CTRL-001-I000081,operations,0
CTRL-001,CTRL-001-I000082,operations,0
CTRL-001,CTRL-001-I000083,retail-branch,0
CTRL-001,CTRL-001-I000084,operations,1
CTRL-001,CTRL-001-I000085,commercial,0
CTRL-001,CTRL-001-I000086,operations,0
CTRL-001,CTRL-001-I000087,operations,0
CTRL-001,CTRL-001-I000088,operations,1
CTRL-001,CTRL-001-I000089,retail-branch,1
CTRL-001,CTRL-001-I000090,operations,0
CTRL-001,CTRL-001-I000091,private-client,1
CTRL-001,CTRL-001-I000092,operations,0
CTRL-001,CTRL-001-I000093,retail-branch,1
CTRL-001,CTRL-001-I000094,private-client,0
CTRL-001,CTRL-001-I000095,operations,0
CTRL-001,CTRL-001-I000096,operations,0
CTRL-001,CTRL-001-I000097,operations,0
CTRL-001,CTRL-001-I000098,operations,0
CTRL-001,CTRL-001-I000099,retail-branch,0
CTRL-001,CTRL-001-I000100,operations,1
CTRL-001,CTRL-001-I000101,retail-branch,0
CTRL-001,CTRL-001-I000102,retail-branch,0
CTRL-001,CTRL-001-I000103,retail-branch,0
CTRL-001,CTRL-001-I000104,commercial,0
CTRL-001,CTRL-001-I000105,retail-branch,0
CTRL-001,CTRL-001-I000106,operations,0
CTRL-001,CTRL-001-I000107,private-client,0
CTRL-001,CTRL-001-I000108,retail-branch,0
CTRL-001,CTRL-001-I000109,private-client,0
CTRL-001,CTRL-001-I000110,retail-branch,0
CTRL-001,CTRL-001-I000111,retail-branch,0
CTRL-001,CTRL-001-I000112,operations,0
CTRL-001,CTRL-001-I000113,operations,0
CTRL-001,CTRL-001-I000114,operations,1
CTRL-001,CTRL-001-I000115,retail-branch,0
CTRL-001,CTRL-001-I000116,commercial,0
CTRL-001,CTRL-001-I000117,commercial,0
CTRL-001,CTRL-001-I000118,commercial,0
CTRL-001,CTRL-001-I000119,operations,0
CTRL-001,CTRL-001-I000120,retail-branch,0
CTRL-001,CTRL-001-I000121,private-client,0
CTRL-001,CTRL-001-I000122,retail-branch,0
CTRL-001,CTRL-001-I000123,commercial,0
CTRL-001,CTRL-001-I000124,commercial,1
CTRL-001,CTRL-001-I000125,operations,0
CTRL-001,CTRL-001-I000126,operations,0
CTRL-001,CTRL-001-I000127,operations,0
CTRL-001,CTRL-001-I000128,retail-branch,0
CTRL-001,CTRL-001-I000129,operations,1
CTRL-001,CTRL-001-I000130,retail-branch,0
CTRL-001,CTRL-001-I000131,commercial,0
CTRL-001,CTRL-001-I000132,commercial,1
CTRL-001,CTRL-001-I000133,operations,0
CTRL-001,CTRL-001-I000134,private-client,0
CTRL-001,CTRL-001-I000135,retail-branch,0
CTRL-001,CTRL-001-I000136,commercial,0
CTRL-001,CTRL-001-I000137,retail-branch,0
CTRL-001,CTRL-001-I000138,retail-branch,0
CTRL-001,CTRL-001-I000139,commercial,0
CTRL-001,CTRL-001-I000140,operations,0
CTRL-001,CTRL-001-I000141,private-client,0
CTRL-001,CTRL-001-I000142,operations,0
CTRL-001,CTRL-001-I000143,private-client,0
CTRL-001,CTRL-001-I000144,private-client,0
CTRL-001,CTRL-001-I000145,retail-branch,0
CTRL-001,CTRL-001-I000146,operations,0
CTRL-001,CTRL-001-I000147,retail-branch,0
CTRL-001,CTRL-001-I000148,operations,0
CTRL-001,CTRL-001-I000149,private-client,1
CTRL-001,CTRL-001-I000150,operations,1
CTRL-001,CTRL-001-I000151,private-client,0
CTRL-001,CTRL-001-I000152,commercial,1
CTRL-001,CTRL-001-I000153,retail-branch,0
CTRL-001,CTRL-001-I000154,commercial,1
CTRL-001,CTRL-001-I000155,retail-branch,0
CTRL-001,CTRL-001-I000156,private-client,1
CTRL-001,CTRL-001-I000157,operations,0
CTRL-001,CTRL-001-I000158,commercial,0
CTRL-001,CTRL-001-I000159,operations,0
CTRL-001,CTRL-001-I000160,private-client,0
CTRL-001,CTRL-001-I000161,commercial,0
CTRL-001,CTRL-001-I000162,operations,0
CTRL-001,CTRL-001-I000163,retail-branch,0
CTRL-001,CTRL-001-I000164,operations,0
CTRL-001,CTRL-001-I000165,commercial,0
CTRL-001,CTRL-001-I000166,operations,1
CTRL-001,CTRL-001-I000167,operations,0
CTRL-001,CTRL-001-I000168,retail-branch,0
CTRL-001,CTRL-001-I000169,commercial,0
CTRL-001,CTRL-001-I000170,operations,0
CTRL-001,CTRL-001-I000171,operations,0
CTRL-001,CTRL-001-I000172,retail-branch,0
CTRL-001,CTRL-001-I000173,private-client,0
CTRL-001,CTRL-001-I000174,retail-branch,1
CTRL-001,CTRL-001-I000175,commercial,0
CTRL-001,CTRL-001-I000176,commercial,0
CTRL-001,CTRL-001-I000177,commercial,0
CTRL-001,CTRL-001-I000178,commercial,0
CTRL-001,CTRL-001-I000179,operations,0
CTRL-001,CTRL-001-I000180,commercial,0
CTRL-001,CTRL-001-I000181,commercial,0
CTRL-001,CTRL-001-I000182,retail-branch,1
CTRL-001,CTRL-001-I000183,private-client,0
CTRL-001,CTRL-001-I000184,retail-branch,0
CTRL-001,CTRL-001-I000185,retail-branch,1
CTRL-001,CTRL-001-I000186,operations,0
CTRL-001,CTRL-001-I000187,operations,0
CTRL-001,CTRL-001-I000188,operations,0
CTRL-001,CTRL-001-I000189,operations,0
CTRL-001,CTRL-001-I000190,operations,0
CTRL-001,CTRL-001-I000191,private-client,0
CTRL-001,CTRL-001-I000192,operations,0
CTRL-001,CTRL-001-I000193,private-client,0
CTRL-001,CTRL-001-I000194,retail-branch,0
CTRL-001,CTRL-001-I000195,retail-branch,0
CTRL-001,CTRL-001-I000196,private-client,0
CTRL-001,CTRL-001-I000197,commercial,0
CTRL-001,CTRL-001-I000198,commercial,0
CTRL-001,CTRL-001-I000199,retail-branch,0
CTRL-001,CTRL-001-I000200,retail-branch,0
CTRL-001,CTRL-001-I000201,private-client,0
CTRL-001,CTRL-001-I000202,commercial,0
CTRL-001,CTRL-001-I000203,retail-branch,1
CTRL-001,CTRL-001-I000204,retail-branch,1
CTRL-001,CTRL-001-I000205,private-client,1
CTRL-001,CTRL-001-I000206,retail-branch,0
CTRL-001,CTRL-001-I000207,commercial,1
CTRL-001,CTRL-001-I000208,operations,0
CTRL-001,CTRL-001-I000209,operations,0
CTRL-001,CTRL-001-I000210,operations,0
CTRL-001,CTRL-001-I000211,retail-branch,0
CTRL-001,CTRL-001-I000212,operations,0
CTRL-001,CTRL-001-I000213,retail-branch,0
CTRL-001,CTRL-001-I000214,retail-branch,0
CTRL-001,CTRL-001-I000215,operations,0
CTRL-001,CTRL-001-I000216,operations,0
CTRL-001,CTRL-001-I000217,operations,0
CTRL-001,CTRL-001-I000218,commercial,0
CTRL-001,CTRL-001-I000219,commercial,0
CTRL-001,CTRL-001-I000220,operations,0
CTRL-001,CTRL-001-I000221,operations,0
CTRL-001,CTRL-001-I000222,retail-branch,0
CTRL-001,CTRL-001-I000223,operations,0
CTRL-001,CTRL-001-I000224,retail-branch,0
CTRL-001,CTRL-001-I000225,commercial,0
CTRL-001,CTRL-001-I000226,commercial,0
CTRL-001,CTRL-001-I000227,operations,0
CTRL-001,CTRL-001-I000228,commercial,0
CTRL-001,CTRL-001-I000229,retail-branch,0
CTRL-001,CTRL-001-I000230,retail-branch,0
CTRL-001,CTRL-001-I000231,retail-branch,0
CTRL-001,CTRL-001-I000232,commercial,1
CTRL-001,CTRL-001-I000233,retail-branch,0
CTRL-001,CTRL-001-I000234,operations,0
CTRL-001,CTRL-001-I000235,commercial,0
CTRL-001,CTRL-001-I000236,operations,0
CTRL-001,CTRL-001-I000237,private-client,1
CTRL-001,CTRL-001-I000238,operations,0
CTRL-001,CTRL-001-I000239,operations,0
CTRL-001,CTRL-001-I000240,commercial,0
CTRL-001,CTRL-001-I000241,operations,1
CTRL-001,CTRL-001-I000242,commercial,0
CTRL-001,CTRL-001-I000243,operations,0
CTRL-001,CTRL-001-I000244,retail-branch,0
CTRL-001,CTRL-001-I000245,operations,0
CTRL-001,CTRL-001-I000246,commercial,0
CTRL-001,CTRL-001-I000247,private-client,0
CTRL-001,CTRL-001-I000248,retail-branch,0
CTRL-001,CTRL-001-I000249,retail-branch,0
CTRL-002,CTRL-002-I000000,operations,0
CTRL-002,CTRL-002-I000001,commercial,0
CTRL-002,CTRL-002-I000002,commercial,0
CTRL-002,CTRL-002-I000003,commercial,0
CTRL-002,CTRL-002-I000004,operations,0
CTRL-002,CTRL-002-I000005,commercial,0
CTRL-002,CTRL-002-I000006,commercial,0
CTRL-002,CTRL-002-I000007,operations,0
CTRL-002,CTRL-002-I000008,digital-channel,0
CTRL-002,CTRL-002-I000009,operations,0
CTRL-002,CTRL-002-I000010,operations,0
CTRL-002,CTRL-002-I000011,commercial,0
CTRL-002,CTRL-002-I000012,operations,0
CTRL-002,CTRL-002-I000013,private-client,0
CTRL-002,CTRL-002-I000014,retail-branch,0
CTRL-002,CTRL-002-I000015,operations,0
CTRL-002,CTRL-002-I000016,digital-channel,0
CTRL-002,CTRL-002-I000017,operations,0
CTRL-002,CTRL-002-I000018,commercial,0
CTRL-002,CTRL-002-I000019,retail-branch,0
CTRL-002,CTRL-002-I000020,retail-branch,0
CTRL-002,CTRL-002-I000021,operations,0
CTRL-002,CTRL-002-I000022,commercial,1
CTRL-002,CTRL-002-I000023,private-client,0
CTRL-002,CTRL-002-I000024,operations,0
CTRL-002,CTRL-002-I000025,retail-branch,0
CTRL-002,CTRL-002-I000026,digital-channel,0
CTRL-002,CTRL-002-I000027,commercial,0
CTRL-002,CTRL-002-I000028,commercial,0
CTRL-002,CTRL-002-I000029,operations,0
CTRL-002,CTRL-002-I000030,operations,0
CTRL-002,CTRL-002-I000031,private-client,0
CTRL-002,CTRL-002-I000032,digital-channel,0
CTRL-002,CTRL-002-I000033,operations,0
CTRL-002,CTRL-002-I000034,digital-channel,0
CTRL-002,CTRL-002-I000035,operations,0
CTRL-002,CTRL-002-I000036,operations,0
CTRL-002,CTRL-002-I000037,private-client,0
CTRL-002,CTRL-002-I000038,commercial,0
CTRL-002,CTRL-002-I000039,operations,0
CTRL-002,CTRL-002-I000040,retail-branch,0
CTRL-002,CTRL-002-I000041,operations,0
CTRL-002,CTRL-002-I000042,retail-branch,0
CTRL-002,CTRL-002-I000043,operations,0
CTRL-002,CTRL-002-I000044,retail-branch,0
CTRL-002,CTRL-002-I000045,operations,0
CTRL-002,CTRL-002-I000046,retail-branch,1
CTRL-002,CTRL-002-I000047,digital-channel,0
CTRL-002,CTRL-002-I000048,private-client,0
CTRL-002,CTRL-002-I000049,digital-channel,0
CTRL-002,CTRL-002-I000050,digital-channel,0
CTRL-002,CTRL-002-I000051,commercial,0
CTRL-002,CTRL-002-I000052,retail-branch,0
CTRL-002,CTRL-002-I000053,operations,0
CTRL-002,CTRL-002-I000054,operations,0
CTRL-002,CTRL-002-I000055,commercial,0
CTRL-002,CTRL-002-I000056,commercial,0
CTRL-002,CTRL-002-I000057,operations,0
CTRL-002,CTRL-002-I000058,private-client,0
CTRL-002,CTRL-002-I000059,digital-channel,0
CTRL-002,CTRL-002-I000060,commercial,0
CTRL-002,CTRL-002-I000061,commercial,0
CTRL-002,CTRL-002-I000062,retail-branch,0
CTRL-002,CTRL-002-I000063,operations,0
CTRL-002,CTRL-002-I000064,operations,0
CTRL-002,CTRL-002-I000065,operations,0
CTRL-002,CTRL-002-I000066,retail-branch,0
